0.5027
17  r    conf  1.0
21  r  28 31 12  conf  0.7535
21  r  28 31 18 17  conf  0.7521
21  r  28 31 18 12 17  conf  0.7518
21  r  28 31 18 12  conf  0.7519
21  r  28 31 18  conf  0.7521
21  r  28 31 16 17  conf  0.7384
21  r  28 31 16 12 17  conf  0.738
21  r  28 31 16 12  conf  0.7381
21  r  28 31 16 18 17  conf  0.7367
21  r  28 31 16 18 12 17  conf  0.7364
21  r  28 31 16 18 12  conf  0.7365
21  r  28 31 16 18  conf  0.7368
21  r  28 31 16  conf  0.7385
21  r  28 31  conf  0.7545
21  r  28  conf  0.7954
29  r  28 17  conf  0.7953
29  r  28 12 17  conf  0.7941
29  r  28 12  conf  0.7942
29  r  28 18 17  conf  0.7925
29  r  28 18 12 17  conf  0.7922
29  r  28 18 12  conf  0.7923
29  r  28 18  conf  0.7926
29  r  28 16 17  conf  0.7739
29  r  28 16 12 17  conf  0.7734
29  r  28 16 12  conf  0.7735
29  r  28 16 18 17  conf  0.7718
29  r  28 16 18 12 17  conf  0.7715
29  r  28 16 18 12  conf  0.7716
29  r  28 16 18  conf  0.7719
29  r  28 16  conf  0.7739
29  r  28 31 17  conf  0.7544
29  r  28 31 12 17  conf  0.7534
29  r  28 31 12  conf  0.7535
29  r  28 31 18 17  conf  0.7521
29  r  28 31 18 12 17  conf  0.7518
29  r  28 31 18 12  conf  0.7519
29  r  28 31 18  conf  0.7521
29  r  28 31 16 17  conf  0.7384
29  r  28 31 16 12 17  conf  0.738
29  r  28 31 16 12  conf  0.7381
29  r  28 31 16 18 17  conf  0.7367
29  r  28 31 16 18 12 17  conf  0.7364
29  r  28 31 16 18 12  conf  0.7365
29  r  28 31 16 18  conf  0.7368
29  r  28 31 16  conf  0.7385
29  r  28 31  conf  0.7545
29  r  28  conf  0.7954
43  r  28 17  conf  0.7953
43  r  28 12 17  conf  0.7941
43  r  28 12  conf  0.7942
43  r  28 18 17  conf  0.7925
43  r  28 18 12 17  conf  0.7922
43  r  28 18 12  conf  0.7923
43  r  28 18  conf  0.7926
43  r  28 16 17  conf  0.7739
43  r  28 16 12 17  conf  0.7734
43  r  28 16 12  conf  0.7735
43  r  28 16 18 17  conf  0.7718
43  r  28 16 18 12 17  conf  0.7715
43  r  28 16 18 12  conf  0.7716
43  r  28 16 18  conf  0.7719
43  r  28 16  conf  0.7739
43  r  28 31 17  conf  0.7544
28  r  43 31 17  conf  0.8028
43  r  28 31 12 17  conf  0.7534
28  r  43 31 12 17  conf  0.8016
43  r  28 31 12  conf  0.7535
28  r  43 31 12  conf  0.8017
43  r  28 31 18 17  conf  0.7521
28  r  43 31 18 17  conf  0.8006
43  r  28 31 18 12 17  conf  0.7518
28  r  43 31 18 12 17  conf  0.8002
43  r  28 31 18 12  conf  0.7519
28  r  43 31 18 12  conf  0.8003
43  r  28 31 18  conf  0.7521
28  r  43 31 18  conf  0.8006
43  r  28 31 16 17  conf  0.7384
28  r  43 31 16 17  conf  0.7891
43  r  28 31 16 12 17  conf  0.738
28  r  43 31 16 12 17  conf  0.7886
43  r  28 31 16 12  conf  0.7381
28  r  43 31 16 12  conf  0.7887
43  r  28 31 16 18 17  conf  0.7367
28  r  43 31 16 18 17  conf  0.7875
43  r  28 31 16 18 12 17  conf  0.7364
28  r  43 31 16 18 12 17  conf  0.7872
43  r  28 31 16 18 12  conf  0.7365
28  r  43 31 16 18 12  conf  0.7873
43  r  28 31 16 18  conf  0.7368
28  r  43 31 16 18  conf  0.7876
43  r  28 31 16  conf  0.7385
28  r  43 31 16  conf  0.7892
43  r  28 31  conf  0.7545
28  r  43 31  conf  0.8029
28  r  43 29 31 17  conf  0.7057
28  r  43 29 31 12 17  conf  0.7047
28  r  43 29 31 12  conf  0.7048
28  r  43 29 31 18 17  conf  0.7037
28  r  43 29 31 18 12 17  conf  0.7034
28  r  43 29 31 18 12  conf  0.7034
28  r  43 29 31 18  conf  0.7038
28  r  43 29 31  conf  0.7058
43  r  28  conf  0.7954
27  r  28 17  conf  0.7953
27  r  28 12 17  conf  0.7941
27  r  28 12  conf  0.7942
27  r  28 18 17  conf  0.7925
27  r  28 18 12 17  conf  0.7922
27  r  28 18 12  conf  0.7923
27  r  28 18  conf  0.7926
27  r  28 16 17  conf  0.7739
27  r  28 16 12 17  conf  0.7734
27  r  28 16 12  conf  0.7735
27  r  28 16 18 17  conf  0.7718
27  r  28 16 18 12 17  conf  0.7715
27  r  28 16 18 12  conf  0.7716
27  r  28 16 18  conf  0.7719
27  r  28 16  conf  0.7739
27  r  28 31 17  conf  0.7544
27  r  28 31 12 17  conf  0.7534
27  r  28 31 12  conf  0.7535
27  r  28 31 18 17  conf  0.7521
27  r  28 31 18 12 17  conf  0.7518
27  r  28 31 18 12  conf  0.7519
27  r  28 31 18  conf  0.7521
27  r  28 31 16 17  conf  0.7384
27  r  28 31 16 12 17  conf  0.738
27  r  28 31 16 12  conf  0.7381
27  r  28 31 16 18 17  conf  0.7367
27  r  28 31 16 18 12 17  conf  0.7364
27  r  28 31 16 18 12  conf  0.7365
27  r  28 31 16 18  conf  0.7368
27  r  28 31 16  conf  0.7385
27  r  28 31  conf  0.7545
27  r  28  conf  0.7954
24  r  28 17  conf  0.7953
24  r  28 12 17  conf  0.7941
24  r  28 12  conf  0.7942
24  r  28 18 17  conf  0.7925
24  r  28 18 12 17  conf  0.7922
24  r  28 18 12  conf  0.7923
24  r  28 18  conf  0.7926
24  r  28 16 17  conf  0.7739
24  r  28 16 12 17  conf  0.7734
24  r  28 16 12  conf  0.7735
24  r  28 16 18 17  conf  0.7718
24  r  28 16 18 12 17  conf  0.7715
24  r  28 16 18 12  conf  0.7716
24  r  28 16 18  conf  0.7719
24  r  28 16  conf  0.7739
24  r  28 31 17  conf  0.7544
28  r  24 31 17  conf  0.7558
24  r  28 31 12 17  conf  0.7534
28  r  24 31 12 17  conf  0.7547
24  r  28 31 12  conf  0.7535
28  r  24 31 12  conf  0.7547
24  r  28 31 18 17  conf  0.7521
28  r  24 31 18 17  conf  0.7536
24  r  28 31 18 12 17  conf  0.7518
28  r  24 31 18 12 17  conf  0.7532
24  r  28 31 18 12  conf  0.7519
28  r  24 31 18 12  conf  0.7533
24  r  28 31 18  conf  0.7521
28  r  24 31 18  conf  0.7536
24  r  28 31 16 17  conf  0.7384
28  r  24 31 16 17  conf  0.7418
24  r  28 31 16 12 17  conf  0.738
28  r  24 31 16 12 17  conf  0.7413
24  r  28 31 16 12  conf  0.7381
28  r  24 31 16 12  conf  0.7414
24  r  28 31 16 18 17  conf  0.7367
28  r  24 31 16 18 17  conf  0.7402
24  r  28 31 16 18 12 17  conf  0.7364
28  r  24 31 16 18 12 17  conf  0.7399
24  r  28 31 16 18 12  conf  0.7365
28  r  24 31 16 18 12  conf  0.7399
24  r  28 31 16 18  conf  0.7368
28  r  24 31 16 18  conf  0.7403
24  r  28 31 16  conf  0.7385
28  r  24 31 16  conf  0.7418
24  r  28 31  conf  0.7545
28  r  24 31  conf  0.7558
24  r  28  conf  0.7954
15  r  28 17  conf  0.7953
15  r  28 12 17  conf  0.7941
15  r  28 12  conf  0.7942
15  r  28 18 17  conf  0.7925
15  r  28 18 12 17  conf  0.7922
15  r  28 18 12  conf  0.7923
15  r  28 18  conf  0.7926
15  r  28 16 17  conf  0.7739
15  r  28 16 12 17  conf  0.7734
15  r  28 16 12  conf  0.7735
15  r  28 16 18 17  conf  0.7718
15  r  28 16 18 12 17  conf  0.7715
15  r  28 16 18 12  conf  0.7716
15  r  28 16 18  conf  0.7719
15  r  28 16  conf  0.7739
15  r  28 31 17  conf  0.7544
28  r  15 31 17  conf  0.7566
15  r  28 31 12 17  conf  0.7534
28  r  15 31 12 17  conf  0.7554
15  r  28 31 12  conf  0.7535
28  r  15 31 12  conf  0.7555
15  r  28 31 18 17  conf  0.7521
28  r  15 31 18 17  conf  0.7542
15  r  28 31 18 12 17  conf  0.7518
28  r  15 31 18 12 17  conf  0.754
15  r  28 31 18 12  conf  0.7519
28  r  15 31 18 12  conf  0.754
15  r  28 31 18  conf  0.7521
28  r  15 31 18  conf  0.7543
15  r  28 31 16 17  conf  0.7384
28  r  15 31 16 17  conf  0.7438
15  r  28 31 16 12 17  conf  0.738
28  r  15 31 16 12 17  conf  0.7434
15  r  28 31 16 12  conf  0.7381
28  r  15 31 16 12  conf  0.7434
15  r  28 31 16 18 17  conf  0.7367
28  r  15 31 16 18 17  conf  0.7422
15  r  28 31 16 18 12 17  conf  0.7364
28  r  15 31 16 18 12 17  conf  0.7419
15  r  28 31 16 18 12  conf  0.7365
28  r  15 31 16 18 12  conf  0.742
15  r  28 31 16 18  conf  0.7368
28  r  15 31 16 18  conf  0.7422
15  r  28 31 16  conf  0.7385
28  r  15 31 16  conf  0.7439
15  r  28 31  conf  0.7545
28  r  15 31  conf  0.7567
15  r  28  conf  0.7954
17  r  41  conf  0.7778
17  r  41 12  conf  0.7768
12  r  41 17  conf  0.7777
12  r  41  conf  0.7778
17  r  41 18  conf  0.7755
18  r  41 17  conf  0.7777
17  r  41 18 12  conf  0.7752
12  r  41 18 17  conf  0.7754
18  r  41 12 17  conf  0.7767
12  r  41 18  conf  0.7755
18  r  41 12  conf  0.7768
18  r  41  conf  0.7778
17  r  41 16  conf  0.7628
16  r  41 17  conf  0.7777
17  r  41 16 12  conf  0.7625
12  r  41 16 17  conf  0.7628
16  r  41 12 17  conf  0.7767
12  r  41 16  conf  0.7628
16  r  41 12  conf  0.7768
17  r  41 16 18  conf  0.7612
18  r  41 16 17  conf  0.7628
16  r  41 18 17  conf  0.7754
17  r  41 16 18 12  conf  0.7609
12  r  41 16 18 17  conf  0.7611
18  r  41 16 12 17  conf  0.7624
16  r  41 18 12 17  conf  0.7751
12  r  41 16 18  conf  0.7612
18  r  41 16 12  conf  0.7625
16  r  41 18 12  conf  0.7752
18  r  41 16  conf  0.7628
16  r  41 18  conf  0.7755
16  r  41  conf  0.7778
17  r  41 31  conf  0.7508
31  r  41 17  conf  0.7777
41  r  31 17  conf  0.9348
17  r  41 31 12  conf  0.7498
12  r  41 31 17  conf  0.7507
31  r  41 12 17  conf  0.7767
41  r  31 12 17  conf  0.9334
12  r  41 31  conf  0.7508
31  r  41 12  conf  0.7768
41  r  31 12  conf  0.9334
17  r  41 31 18  conf  0.7486
18  r  41 31 17  conf  0.7507
31  r  41 18 17  conf  0.7754
41  r  31 18 17  conf  0.9321
17  r  41 31 18 12  conf  0.7484
12  r  41 31 18 17  conf  0.7485
18  r  41 31 12 17  conf  0.7497
31  r  41 18 12 17  conf  0.7751
41  r  31 18 12 17  conf  0.9317
12  r  41 31 18  conf  0.7486
18  r  41 31 12  conf  0.7498
31  r  41 18 12  conf  0.7752
41  r  31 18 12  conf  0.9317
18  r  41 31  conf  0.7508
31  r  41 18  conf  0.7755
41  r  31 18  conf  0.9322
17  r  41 31 16  conf  0.7378
16  r  41 31 17  conf  0.7507
31  r  41 16 17  conf  0.7628
41  r  31 16 17  conf  0.9177
17  r  41 31 16 12  conf  0.7375
12  r  41 31 16 17  conf  0.7377
16  r  41 31 12 17  conf  0.7497
31  r  41 16 12 17  conf  0.7624
41  r  31 16 12 17  conf  0.9171
12  r  41 31 16  conf  0.7378
16  r  41 31 12  conf  0.7498
31  r  41 16 12  conf  0.7625
41  r  31 16 12  conf  0.9172
17  r  41 31 16 18  conf  0.7363
18  r  41 31 16 17  conf  0.7377
16  r  41 31 18 17  conf  0.7485
31  r  41 16 18 17  conf  0.7611
41  r  31 16 18 17  conf  0.9158
17  r  41 31 16 18 12  conf  0.7361
12  r  41 31 16 18 17  conf  0.7362
18  r  41 31 16 12 17  conf  0.7374
16  r  41 31 18 12 17  conf  0.7483
31  r  41 16 18 12 17  conf  0.7609
41  r  31 16 18 12 17  conf  0.9154
12  r  41 31 16 18  conf  0.7363
18  r  41 31 16 12  conf  0.7375
16  r  41 31 18 12  conf  0.7484
31  r  41 16 18 12  conf  0.7609
41  r  31 16 18 12  conf  0.9155
18  r  41 31 16  conf  0.7378
16  r  41 31 18  conf  0.7486
31  r  41 16 18  conf  0.7612
41  r  31 16 18  conf  0.9159
16  r  41 31  conf  0.7508
31  r  41 16  conf  0.7628
41  r  31 16  conf  0.9178
31  r  41  conf  0.7778
41  r  31  conf  0.9348
21  r  41 17  conf  0.7777
21  r  41 12 17  conf  0.7767
21  r  41 12  conf  0.7768
21  r  41 18 17  conf  0.7754
21  r  41 18 12 17  conf  0.7751
21  r  41 18 12  conf  0.7752
21  r  41 18  conf  0.7755
21  r  41 16 17  conf  0.7628
21  r  41 16 12 17  conf  0.7624
21  r  41 16 12  conf  0.7625
21  r  41 16 18 17  conf  0.7611
21  r  41 16 18 12 17  conf  0.7609
21  r  41 16 18 12  conf  0.7609
21  r  41 16 18  conf  0.7612
21  r  41 16  conf  0.7628
21  r  41 31 17  conf  0.7507
41  r  21 31 17  conf  0.8352
21  r  41 31 12 17  conf  0.7497
41  r  21 31 12 17  conf  0.834
21  r  41 31 12  conf  0.7498
41  r  21 31 12  conf  0.834
21  r  41 31 18 17  conf  0.7485
41  r  21 31 18 17  conf  0.8328
21  r  41 31 18 12 17  conf  0.7483
41  r  21 31 18 12 17  conf  0.8324
21  r  41 31 18 12  conf  0.7484
41  r  21 31 18 12  conf  0.8325
21  r  41 31 18  conf  0.7486
41  r  21 31 18  conf  0.8329
21  r  41 31 16 17  conf  0.7377
41  r  21 31 16 17  conf  0.8194
21  r  41 31 16 12 17  conf  0.7374
41  r  21 31 16 12 17  conf  0.8189
21  r  41 31 16 12  conf  0.7375
41  r  21 31 16 12  conf  0.819
21  r  41 31 16 18 17  conf  0.7362
41  r  21 31 16 18 17  conf  0.8177
21  r  41 31 16 18 12 17  conf  0.736
41  r  21 31 16 18 12 17  conf  0.8174
21  r  41 31 16 18 12  conf  0.7361
41  r  21 31 16 18 12  conf  0.8174
21  r  41 31 16 18  conf  0.7363
41  r  21 31 16 18  conf  0.8178
21  r  41 31 16  conf  0.7378
41  r  21 31 16  conf  0.8195
21  r  41 31  conf  0.7508
41  r  21 31  conf  0.8353
21  r  41  conf  0.7778
29  r  41 17  conf  0.7777
29  r  41 12 17  conf  0.7767
29  r  41 12  conf  0.7768
29  r  41 18 17  conf  0.7754
29  r  41 18 12 17  conf  0.7751
29  r  41 18 12  conf  0.7752
29  r  41 18  conf  0.7755
29  r  41 16 17  conf  0.7628
29  r  41 16 12 17  conf  0.7624
29  r  41 16 12  conf  0.7625
29  r  41 16 18 17  conf  0.7611
29  r  41 16 18 12 17  conf  0.7609
29  r  41 16 18 12  conf  0.7609
29  r  41 16 18  conf  0.7612
29  r  41 16  conf  0.7628
29  r  41 31 17  conf  0.7507
41  r  29 31 17  conf  0.8221
29  r  41 31 12 17  conf  0.7497
41  r  29 31 12 17  conf  0.8208
29  r  41 31 12  conf  0.7498
41  r  29 31 12  conf  0.8209
29  r  41 31 18 17  conf  0.7485
41  r  29 31 18 17  conf  0.8196
29  r  41 31 18 12 17  conf  0.7483
41  r  29 31 18 12 17  conf  0.8192
29  r  41 31 18 12  conf  0.7484
41  r  29 31 18 12  conf  0.8193
29  r  41 31 18  conf  0.7486
41  r  29 31 18  conf  0.8197
29  r  41 31 16 17  conf  0.7377
41  r  29 31 16 17  conf  0.806
29  r  41 31 16 12 17  conf  0.7374
41  r  29 31 16 12 17  conf  0.8055
29  r  41 31 16 12  conf  0.7375
41  r  29 31 16 12  conf  0.8056
29  r  41 31 16 18 17  conf  0.7362
41  r  29 31 16 18 17  conf  0.8042
29  r  41 31 16 18 12 17  conf  0.736
41  r  29 31 16 18 12 17  conf  0.8039
29  r  41 31 16 18 12  conf  0.7361
41  r  29 31 16 18 12  conf  0.804
29  r  41 31 16 18  conf  0.7363
41  r  29 31 16 18  conf  0.8043
29  r  41 31 16  conf  0.7378
41  r  29 31 16  conf  0.8061
29  r  41 31  conf  0.7508
41  r  29 31  conf  0.8221
41  r  29 21 31 17  conf  0.7419
41  r  29 21 31 12 17  conf  0.7408
41  r  29 21 31 12  conf  0.7408
41  r  29 21 31 18 17  conf  0.7397
41  r  29 21 31 18 12 17  conf  0.7393
41  r  29 21 31 18 12  conf  0.7394
41  r  29 21 31 18  conf  0.7397
41  r  29 21 31 16 17  conf  0.727
41  r  29 21 31 16 12 17  conf  0.7265
41  r  29 21 31 16 12  conf  0.7266
41  r  29 21 31 16 18 17  conf  0.7254
41  r  29 21 31 16 18 12 17  conf  0.725
41  r  29 21 31 16 18 12  conf  0.7251
41  r  29 21 31 16 18  conf  0.7254
41  r  29 21 31 16  conf  0.727
41  r  29 21 31  conf  0.742
29  r  41  conf  0.7778
43  r  41 17  conf  0.7777
43  r  41 12 17  conf  0.7767
43  r  41 12  conf  0.7768
43  r  41 18 17  conf  0.7754
43  r  41 18 12 17  conf  0.7751
43  r  41 18 12  conf  0.7752
43  r  41 18  conf  0.7755
43  r  41 16 17  conf  0.7628
43  r  41 16 12 17  conf  0.7624
43  r  41 16 12  conf  0.7625
43  r  41 16 18 17  conf  0.7611
43  r  41 16 18 12 17  conf  0.7609
43  r  41 16 18 12  conf  0.7609
43  r  41 16 18  conf  0.7612
43  r  41 16  conf  0.7628
43  r  41 31 17  conf  0.7507
41  r  43 31 17  conf  0.8028
43  r  41 31 12 17  conf  0.7497
41  r  43 31 12 17  conf  0.8016
43  r  41 31 12  conf  0.7498
41  r  43 31 12  conf  0.8017
43  r  41 31 18 17  conf  0.7485
41  r  43 31 18 17  conf  0.8006
43  r  41 31 18 12 17  conf  0.7483
41  r  43 31 18 12 17  conf  0.8002
43  r  41 31 18 12  conf  0.7484
41  r  43 31 18 12  conf  0.8003
43  r  41 31 18  conf  0.7486
41  r  43 31 18  conf  0.8006
43  r  41 31 16 17  conf  0.7377
41  r  43 31 16 17  conf  0.7891
43  r  41 31 16 12 17  conf  0.7374
41  r  43 31 16 12 17  conf  0.7886
43  r  41 31 16 12  conf  0.7375
41  r  43 31 16 12  conf  0.7887
43  r  41 31 16 18 17  conf  0.7362
41  r  43 31 16 18 17  conf  0.7875
43  r  41 31 16 18 12 17  conf  0.736
41  r  43 31 16 18 12 17  conf  0.7872
43  r  41 31 16 18 12  conf  0.7361
41  r  43 31 16 18 12  conf  0.7873
43  r  41 31 16 18  conf  0.7363
41  r  43 31 16 18  conf  0.7876
43  r  41 31 16  conf  0.7378
41  r  43 31 16  conf  0.7892
43  r  41 31  conf  0.7508
41  r  43 31  conf  0.8029
41  r  43 21 31 17  conf  0.7155
41  r  43 21 31 12 17  conf  0.7144
41  r  43 21 31 12  conf  0.7145
41  r  43 21 31 18 17  conf  0.7135
41  r  43 21 31 18 12 17  conf  0.7132
41  r  43 21 31 18 12  conf  0.7132
41  r  43 21 31 18  conf  0.7136
41  r  43 21 31 16 17  conf  0.7028
41  r  43 21 31 16 12 17  conf  0.7023
41  r  43 21 31 16 12  conf  0.7024
41  r  43 21 31 16 18 17  conf  0.7014
41  r  43 21 31 16 18 12 17  conf  0.7011
41  r  43 21 31 16 18 12  conf  0.7011
41  r  43 21 31 16 18  conf  0.7015
41  r  43 21 31 16  conf  0.7029
41  r  43 21 31  conf  0.7156
41  r  43 29 31 17  conf  0.7057
41  r  43 29 31 12 17  conf  0.7047
41  r  43 29 31 12  conf  0.7048
41  r  43 29 31 18 17  conf  0.7037
41  r  43 29 31 18 12 17  conf  0.7034
41  r  43 29 31 18 12  conf  0.7034
41  r  43 29 31 18  conf  0.7038
41  r  43 29 31  conf  0.7058
43  r  41  conf  0.7778
27  r  41 17  conf  0.7777
27  r  41 12 17  conf  0.7767
27  r  41 12  conf  0.7768
27  r  41 18 17  conf  0.7754
27  r  41 18 12 17  conf  0.7751
27  r  41 18 12  conf  0.7752
27  r  41 18  conf  0.7755
27  r  41 16 17  conf  0.7628
27  r  41 16 12 17  conf  0.7624
27  r  41 16 12  conf  0.7625
27  r  41 16 18 17  conf  0.7611
27  r  41 16 18 12 17  conf  0.7609
27  r  41 16 18 12  conf  0.7609
27  r  41 16 18  conf  0.7612
27  r  41 16  conf  0.7628
27  r  41 31 17  conf  0.7507
41  r  27 31 17  conf  0.7837
27  r  41 31 12 17  conf  0.7497
41  r  27 31 12 17  conf  0.7826
27  r  41 31 12  conf  0.7498
41  r  27 31 12  conf  0.7827
27  r  41 31 18 17  conf  0.7485
41  r  27 31 18 17  conf  0.7816
27  r  41 31 18 12 17  conf  0.7483
41  r  27 31 18 12 17  conf  0.7813
27  r  41 31 18 12  conf  0.7484
41  r  27 31 18 12  conf  0.7814
27  r  41 31 18  conf  0.7486
41  r  27 31 18  conf  0.7817
27  r  41 31 16 17  conf  0.7377
41  r  27 31 16 17  conf  0.7705
27  r  41 31 16 12 17  conf  0.7374
41  r  27 31 16 12 17  conf  0.77
27  r  41 31 16 12  conf  0.7375
41  r  27 31 16 12  conf  0.7701
27  r  41 31 16 18 17  conf  0.7362
41  r  27 31 16 18 17  conf  0.7691
27  r  41 31 16 18 12 17  conf  0.736
41  r  27 31 16 18 12 17  conf  0.7688
27  r  41 31 16 18 12  conf  0.7361
41  r  27 31 16 18 12  conf  0.7688
27  r  41 31 16 18  conf  0.7363
41  r  27 31 16 18  conf  0.7691
27  r  41 31 16  conf  0.7378
41  r  27 31 16  conf  0.7705
27  r  41 31  conf  0.7508
41  r  27 31  conf  0.7838
41  r  27 21 31 17  conf  0.7535
41  r  27 21 31 12 17  conf  0.7524
41  r  27 21 31 12  conf  0.7524
41  r  27 21 31 18 17  conf  0.7514
41  r  27 21 31 18 12 17  conf  0.7511
41  r  27 21 31 18 12  conf  0.7512
41  r  27 21 31 18  conf  0.7515
41  r  27 21 31 16 17  conf  0.7407
41  r  27 21 31 16 12 17  conf  0.7402
41  r  27 21 31 16 12  conf  0.7403
41  r  27 21 31 16 18 17  conf  0.7393
41  r  27 21 31 16 18 12 17  conf  0.739
41  r  27 21 31 16 18 12  conf  0.7391
41  r  27 21 31 16 18  conf  0.7394
41  r  27 21 31 16  conf  0.7407
41  r  27 21 31  conf  0.7535
41  r  27 29 16 17  conf  0.7174
41  r  27 29 16 12 17  conf  0.717
41  r  27 29 16 12  conf  0.717
41  r  27 29 16 18 17  conf  0.7158
41  r  27 29 16 18 12 17  conf  0.7155
41  r  27 29 16 18 12  conf  0.7156
41  r  27 29 16 18  conf  0.7159
41  r  27 29 16  conf  0.7175
41  r  27 29 21 17  conf  0.7062
41  r  27 29 21 12 17  conf  0.7051
41  r  27 29 21 12  conf  0.7052
41  r  27 29 21 18 17  conf  0.704
41  r  27 29 21 18 12 17  conf  0.7037
41  r  27 29 21 18 12  conf  0.7038
41  r  27 29 21 18  conf  0.7041
41  r  27 29 21  conf  0.7063
27  r  41  conf  0.7778
24  r  41 17  conf  0.7777
24  r  41 12 17  conf  0.7767
24  r  41 12  conf  0.7768
24  r  41 18 17  conf  0.7754
24  r  41 18 12 17  conf  0.7751
24  r  41 18 12  conf  0.7752
24  r  41 18  conf  0.7755
24  r  41 16 17  conf  0.7628
24  r  41 16 12 17  conf  0.7624
24  r  41 16 12  conf  0.7625
24  r  41 16 18 17  conf  0.7611
24  r  41 16 18 12 17  conf  0.7609
24  r  41 16 18 12  conf  0.7609
24  r  41 16 18  conf  0.7612
24  r  41 16  conf  0.7628
24  r  41 31 17  conf  0.7507
41  r  24 31 17  conf  0.7558
24  r  41 31 12 17  conf  0.7497
41  r  24 31 12 17  conf  0.7547
24  r  41 31 12  conf  0.7498
41  r  24 31 12  conf  0.7547
24  r  41 31 18 17  conf  0.7485
41  r  24 31 18 17  conf  0.7536
24  r  41 31 18 12 17  conf  0.7483
41  r  24 31 18 12 17  conf  0.7532
24  r  41 31 18 12  conf  0.7484
41  r  24 31 18 12  conf  0.7533
24  r  41 31 18  conf  0.7486
41  r  24 31 18  conf  0.7536
24  r  41 31 16 17  conf  0.7377
41  r  24 31 16 17  conf  0.7418
24  r  41 31 16 12 17  conf  0.7374
41  r  24 31 16 12 17  conf  0.7413
24  r  41 31 16 12  conf  0.7375
41  r  24 31 16 12  conf  0.7414
24  r  41 31 16 18 17  conf  0.7362
41  r  24 31 16 18 17  conf  0.7402
24  r  41 31 16 18 12 17  conf  0.736
41  r  24 31 16 18 12 17  conf  0.7399
24  r  41 31 16 18 12  conf  0.7361
41  r  24 31 16 18 12  conf  0.7399
24  r  41 31 16 18  conf  0.7363
41  r  24 31 16 18  conf  0.7403
24  r  41 31 16  conf  0.7378
41  r  24 31 16  conf  0.7418
24  r  41 31  conf  0.7508
41  r  24 31  conf  0.7558
24  r  41  conf  0.7778
15  r  41 17  conf  0.7777
15  r  41 12 17  conf  0.7767
15  r  41 12  conf  0.7768
15  r  41 18 17  conf  0.7754
15  r  41 18 12 17  conf  0.7751
15  r  41 18 12  conf  0.7752
15  r  41 18  conf  0.7755
15  r  41 16 17  conf  0.7628
15  r  41 16 12 17  conf  0.7624
15  r  41 16 12  conf  0.7625
15  r  41 16 18 17  conf  0.7611
15  r  41 16 18 12 17  conf  0.7609
15  r  41 16 18 12  conf  0.7609
15  r  41 16 18  conf  0.7612
15  r  41 16  conf  0.7628
15  r  41 31 17  conf  0.7507
41  r  15 31 17  conf  0.7566
15  r  41 31 12 17  conf  0.7497
41  r  15 31 12 17  conf  0.7554
15  r  41 31 12  conf  0.7498
41  r  15 31 12  conf  0.7555
15  r  41 31 18 17  conf  0.7485
41  r  15 31 18 17  conf  0.7542
15  r  41 31 18 12 17  conf  0.7483
41  r  15 31 18 12 17  conf  0.754
15  r  41 31 18 12  conf  0.7484
41  r  15 31 18 12  conf  0.754
15  r  41 31 18  conf  0.7486
41  r  15 31 18  conf  0.7543
15  r  41 31 16 17  conf  0.7377
41  r  15 31 16 17  conf  0.7438
15  r  41 31 16 12 17  conf  0.7374
41  r  15 31 16 12 17  conf  0.7434
15  r  41 31 16 12  conf  0.7375
41  r  15 31 16 12  conf  0.7434
15  r  41 31 16 18 17  conf  0.7362
41  r  15 31 16 18 17  conf  0.7422
15  r  41 31 16 18 12 17  conf  0.736
41  r  15 31 16 18 12 17  conf  0.7419
15  r  41 31 16 18 12  conf  0.7361
41  r  15 31 16 18 12  conf  0.742
15  r  41 31 16 18  conf  0.7363
41  r  15 31 16 18  conf  0.7422
15  r  41 31 16  conf  0.7378
41  r  15 31 16  conf  0.7439
15  r  41 31  conf  0.7508
41  r  15 31  conf  0.7567
15  r  41  conf  0.7778
28  r  41 17  conf  0.7777
28  r  41 12 17  conf  0.7767
28  r  41 12  conf  0.7768
28  r  41 18 17  conf  0.7754
28  r  41 18 12 17  conf  0.7751
28  r  41 18 12  conf  0.7752
28  r  41 18  conf  0.7755
28  r  41 16 17  conf  0.7628
28  r  41 16 12 17  conf  0.7624
28  r  41 16 12  conf  0.7625
28  r  41 16 18 17  conf  0.7611
28  r  41 16 18 12 17  conf  0.7609
28  r  41 16 18 12  conf  0.7609
28  r  41 16 18  conf  0.7612
28  r  41 16  conf  0.7628
28  r  41 31 17  conf  0.7507
41  r  28 31 17  conf  0.7544
28  r  41 31 12 17  conf  0.7497
41  r  28 31 12 17  conf  0.7534
28  r  41 31 12  conf  0.7498
41  r  28 31 12  conf  0.7535
28  r  41 31 18 17  conf  0.7485
41  r  28 31 18 17  conf  0.7521
28  r  41 31 18 12 17  conf  0.7483
41  r  28 31 18 12 17  conf  0.7518
28  r  41 31 18 12  conf  0.7484
41  r  28 31 18 12  conf  0.7519
28  r  41 31 18  conf  0.7486
41  r  28 31 18  conf  0.7521
28  r  41 31 16 17  conf  0.7377
41  r  28 31 16 17  conf  0.7384
28  r  41 31 16 12 17  conf  0.7374
41  r  28 31 16 12 17  conf  0.738
28  r  41 31 16 12  conf  0.7375
41  r  28 31 16 12  conf  0.7381
28  r  41 31 16 18 17  conf  0.7362
